"4967","Хоз.Люкс",\N,"2017-12-12 00:00:00"
"4966","АгроФарм 2017","/image/catalog/news_1/news/26.01.17agro.jpg","2017-11-11 00:00:00"
"4965","Конференция «Инновации в работе операционной медсестры...»","/image/catalog/news_1/news/17.02.17ava.jpg","2017-10-10 00:00:00"
"4964","Награды на Агрофарм-17","/image/catalog/news_1/news/26.01.17agro.jpg","0000-00-00 00:00:00"
"4963","Выставка «MVC: Зерно-Комбикорма-Ветеринария-2017»","/image/catalog/news_1/news/25.01.17logo.jpg","0000-00-00 00:00:00"
"4962","Добро пожаловать на выставку «Агрофарм-2017»!","/image/catalog/news_1/news/26.01.17agro.jpg","0000-00-00 00:00:00"
"4961","Свиноводство-2016: Новые реалии – новые стратегии!","/image/catalog/news_1/news/12.12.16.jpg","0000-00-00 00:00:00"
"4960","Внедрение ХАССП в системе предприятий общественного питания","/image/catalog/news_1/news/2.11.16ava.jpg","0000-00-00 00:00:00"
"4958","Внимание! Новинка!","/image/catalog/news_1/news/hozluks-emb.jpg","0000-00-00 00:00:00"
"4957","Внимание! Новинка!","/image/catalog/news_1/news/kornum-p-emb.jpg","0000-00-00 00:00:00"
"4956","Сип-Ред 2",\N,"0000-00-00 00:00:00"
"4955","Выставка «Золотая осень – 2016»","/image/catalog/news_1/news/13.10.16e.jpg","0000-00-00 00:00:00"
"4954","Контроль и профилактика инфекций, связанных с оказанием медицинской помощи (ИСМП-2016)","/image/catalog/news_1/news/24.11.16.png","0000-00-00 00:00:00"
"4953","Корнум-пена",\N,"0000-00-00 00:00:00"
"4952","Корнум",\N,"0000-00-00 00:00:00"
"4951","«Актуальные проблемы повышения качества и безопасности при производстве продукции из мяса птицы и яиц»","/image/catalog/news_1/news/vniipp-logo-.png","0000-00-00 00:00:00"
"4949","Выставка «Золотая осень – 2016» с 5 по 7 октября","/image/catalog/news_1/news/goldenautoumn2016logo.png","0000-00-00 00:00:00"
"4948","Ретроспективный анализ эпизоотического процесса туберкулеза крупного рогатого скота в Краснодарском крае","/image/catalog/news_1/pub/effect_jivot-emb.jpg","0000-00-00 00:00:00"
"4947","V Ежегодный всероссийский автопробег «Дорогу молоку»","/image/catalog/news_1/news/15.08.16-ava.jpg","0000-00-00 00:00:00"
"4946","Международные дни поля в Поволжье 2016","/image/catalog/news_1/news/07.07.16emb.jpg","0000-00-00 00:00:00"
"4945","Скинлайф МК",\N,"0000-00-00 00:00:00"
"4944","XVII Международный медицинский форум в Нижнем Новгороде","/image/catalog/news_1/news/16.06.16emb.jpg","0000-00-00 00:00:00"
"4942","Семинар к \"Международному дню медицинской сестры\"","/image/catalog/news_1/news/18.05emb.jpg","0000-00-00 00:00:00"
"4941","«Производство пищевой продукции в условиях действия новых технических регламентов и норм»","/image/catalog/news_1/news/01.05.16emb.jpg","0000-00-00 00:00:00"
"4940","Конференция «НАСКИ» 2016 в Омске","/image/catalog/news_1/news/logo-Naski.jpg","0000-00-00 00:00:00"
"4939","Конференция «Торты. Вафли. Печенье. Пряники - 2016»","/image/catalog/news_1/news/25.03.16emb.jpg","0000-00-00 00:00:00"
"4938","Сток-Мастер",\N,"0000-00-00 00:00:00"
"4936","Опыт применения препарата «Скинлайф» для обработки сосков вымени после доения в хозяйствах Ленинградской области","/image/catalog/news_1/assets/template/images/milk_skinlife.jpg","0000-00-00 00:00:00"
"4935","Конференция \"Свиноводство-2015\"","/image/catalog/news_1/news/1.12.15emb.jpg","0000-00-00 00:00:00"
"4934","«Оренбургские Пироговские чтения»","/image/catalog/news_1/news/30.11.15emb.jpg","0000-00-00 00:00:00"
"4933","ИСМП 2015","/image/catalog/news_1/news/ismp2015emb.gif","0000-00-00 00:00:00"
"4932","Первый международный инвестиционный форум «АгроЮг-2015»","/image/catalog/news_1/news/agroyug2015emb.jpg","0000-00-00 00:00:00"
"4931","Научно-практический семинар \"Школа клининга\"","/image/catalog/news_1/news/shkola2015emb.jpg","0000-00-00 00:00:00"
"4930","Всероссийский конгресс РАМС 2015","/image/catalog/news_1/news/rams2015emb.jpg","0000-00-00 00:00:00"
"4929","«Итоги работы отрасли свиноводства Свердловской области за 2014г. и 1 полугодия 2015г., перспективы развития в условиях импортозамещения»","/image/catalog/news_1/news/8.09.15-min.jpg","0000-00-00 00:00:00"
"4928","Спецэнзим",\N,"0000-00-00 00:00:00"
"4927","Детские сады и школы",\N,"0000-00-00 00:00:00"
"4926","12 мая - Международный день медицинской сестры","/image/catalog/news_1/news/12may_emb.jpg","0000-00-00 00:00:00"
"4925","«Современные технологии профилактики инфекций, связанных с оказанием медицинской помощи»","/image/catalog/news_1/news/groz-emb.jpg","0000-00-00 00:00:00"
"4924","ВНИМАНИЕ!  НОВИНКА!","/image/catalog/news_1/news/skin-seria-emb.jpg","0000-00-00 00:00:00"
"4923","«Шелк с антисептиком»: роль научных разработок в  создании современных высококачественных продуктов","/image/catalog/news_1/assets/template/images/shelk sb antiseptikom.png","0000-00-00 00:00:00"
"4922","«3D-Септ» — сила чистоты, магия свежести. Уникальное средство, уникальная инструкция","/image/catalog/news_1/3D-Sept_2.png","0000-00-00 00:00:00"
"4921","\"Внутрибольничные инфекции в стационарах различного профиля, профилактика, лечение осложнений\"","/image/catalog/news_1/news/lg2015.png","0000-00-00 00:00:00"
"4920","Новые кожные антисептики, заботящиеся о Ваших руках","/image/catalog/news_1/assets/template/images/triosept-ol.png","0000-00-00 00:00:00"
"4918","V международный  ветеринарный конгресс","/image/catalog/news_1/news/sobor_emb.jpg","0000-00-00 00:00:00"
"4917","ВНИМАНИЕ!  НОВИНКА!","/image/catalog/news_1/news/opercept-news.jpg","0000-00-00 00:00:00"
"4916","Скинлайф-Лакто cалфетки",\N,"0000-00-00 00:00:00"
"4915","«Современные технологии профилактики инфекций, связанных с оказанием медицинской помощи»","/image/catalog/news_1/news/emblema1.jpg","0000-00-00 00:00:00"
"4914","«Здоровье, содержание, кормление и продуктивность – залог рентабельности в животноводстве»","/image/catalog/news_1/00003.jpg","0000-00-00 00:00:00"
"4913","Оперсепт",\N,"0000-00-00 00:00:00"
"4912","Вниманию специалистов!","/image/catalog/news_1/./Триосепт-Нук15.png","0000-00-00 00:00:00"
"4911","Приглашаем Вас на стенд  «СпецСинтез» на конференции «Инфекционные болезни».","/image/catalog/news_1/news/ifeksionnie_bolezni.png","0000-00-00 00:00:00"
"4910","Семинар «Деятельность ветеринарной службы по недопущению распространения лейкоза в хозяйствах Пензенской области»","/image/catalog/news_1/news/penza_mini.png","0000-00-00 00:00:00"
"4909","12 апреля в Пензе в Управлении ветеринарии Пензенской области  прошел областной семинар «Деятельность ветеринарной службы по недопущению распространения лейкоза в хозяйствах Пензенской области».","/image/catalog/news_1/medica-1790-1.gif","0000-00-00 00:00:00"
"4908","Научно-практическая конференция «Недоношенные дети: от «первых капель молока» до наших дней»","/image/catalog/news_1/ГБУЗ.jpg","0000-00-00 00:00:00"
"4907","Настенный металлический держатель для флаконов airless",\N,"0000-00-00 00:00:00"
"4906","Реклама",\N,"0000-00-00 00:00:00"
"4905","Индустриальное направление",\N,"0000-00-00 00:00:00"
"4904","Ветеринария, Пищевая промышленность, Клининг",\N,"0000-00-00 00:00:00"
"4903","404",\N,"0000-00-00 00:00:00"
"4902","SteriPower Metallic Edition",\N,"0000-00-00 00:00:00"
"4901","СПЕШИТЕ! АКЦИЯ!","/image/catalog/news_1/assets/template/images/akciay_antey.png","0000-00-00 00:00:00"
"4900","«Производство пищевой продукции в условиях действия технических регламентов таможенного союза»","/image/catalog/news_1/news/24.06.15.png","0000-00-00 00:00:00"
"4898","Антибактериальная HDS MAXI",\N,"0000-00-00 00:00:00"
"4897","Antares High System Mini VI/3",\N,"0000-00-00 00:00:00"
"4896","SteriPower White Edition",\N,"0000-00-00 00:00:00"
"4895","Sani Gryn",\N,"0000-00-00 00:00:00"
"4894","3D-Септ",\N,"0000-00-00 00:00:00"
"4893","Триосепт-Эндо (вет)",\N,"0000-00-00 00:00:00"
"4892","Новое средство - новые преимущества!!!","/image/catalog/news_1/./stopseptikum_site_2.png","0000-00-00 00:00:00"
"4891","Стопсептикум",\N,"0000-00-00 00:00:00"
"4890","Новый формат!","/image/catalog/news_1/assets/template/images/Салфетки чистар_все.png","0000-00-00 00:00:00"
"4889","НОВИНКА!","/image/catalog/news_1/assets/template/images/Велюр_ава.jpg","0000-00-00 00:00:00"
"4888","Велюр",\N,"0000-00-00 00:00:00"
"4887","Triosept-Mix",\N,"0000-00-00 00:00:00"
"4886","Публикации",\N,"0000-00-00 00:00:00"
"4884","Триосепт-Эндо",\N,"0000-00-00 00:00:00"
"4883","О компании",\N,"0000-00-00 00:00:00"
"4882","Контакты",\N,"0000-00-00 00:00:00"
"4881","Participation in the Health care-2013 exhibition","/image/catalog/news_1/IMG_3655.JPG","0000-00-00 00:00:00"
"4880","Health care-2013 exhibition","/image/catalog/news_1/assets/template/images/zdravoohranenie.jpg","0000-00-00 00:00:00"
"4879","International specialized exhibition of the medical equipment, tools and medicinal preparations of MEDICA 2013","/image/catalog/news_1/medica-1790-1.gif","0000-00-00 00:00:00"
"4878","«Санитарно-гигиеническая безопасность на объектах ветнадзора и пищевых предприятиях»","/image/catalog/news_1/assets/template/images/IMG_0283 - копия.jpg","0000-00-00 00:00:00"
"4877","Спец-Оксайд марки Б",\N,"0000-00-00 00:00:00"
"4876","XIV Межрегиональная торговая выставка «Племенных сельскохозяйственных животных и животноводческого оборудования»","/image/catalog/news_1/image005.png","0000-00-00 00:00:00"
"4874","День Медицинского работника!","/image/catalog/news_1/assets/template/images/День Медика.png","0000-00-00 00:00:00"
"4873","Обратная связь",\N,"0000-00-00 00:00:00"
"4872","Спец-Оксайд марки К",\N,"0000-00-00 00:00:00"
"4871","Мурена 3",\N,"0000-00-00 00:00:00"
"4870","Спец-Оксайд",\N,"0000-00-00 00:00:00"
"4869","Смарт-Профи",\N,"0000-00-00 00:00:00"
"4868","Актив",\N,"0000-00-00 00:00:00"
"4867","Международный день медицинской сестры","/image/catalog/news_1/assets/template/images/medsestra.png","0000-00-00 00:00:00"
"4866","С ДНЕМ ПОБЕДЫ!!!","/image/catalog/news_1/assets/template/images/9-may.png","0000-00-00 00:00:00"
"4865","Международная медицинская выставка \"МедСиб - 2014\"","/image/catalog/news_1/assets/template/images/medsib.png","0000-00-00 00:00:00"
"4864","Салоны красоты и СПА",\N,"0000-00-00 00:00:00"
"4863","«Свиноводство-2014. Задачи ускоренного импортозамещения».","/image/catalog/news_1/./svinovodstvo-2014.png","0000-00-00 00:00:00"
"4862","СкинЛайф-Йод",\N,"0000-00-00 00:00:00"
"4861","Международная специализированная выставка медицинской индустрии - MEDICA 2014","/image/catalog/news_1/medica-1790-1.gif","0000-00-00 00:00:00"
"4860","ВНИМАНИЕ!","/image/catalog/news_1/assets/template/images/Без имени-1.png","0000-00-00 00:00:00"
"4859","V Республиканская научно-практическая конференция в Республике Коми.","/image/catalog/news_1/assets/template/images/Коми.png","0000-00-00 00:00:00"
"4858","Южно-Российский Международный ветеринарный Конгресс","/image/catalog/news_1/assets/template/images/logo_3.png","0000-00-00 00:00:00"
"4857","19-ая Межрегиональная  специализированная выставка БелгородАгро","/image/catalog/news_1/assets/template/images/top_02.jpg","0000-00-00 00:00:00"
"4856","XXI Областная Агропромышленная выставка «АГРО - 2014»","/image/catalog/news_1/assets/template/images/agro-2014.png","0000-00-00 00:00:00"
"4855","Спец-Актив Д",\N,"0000-00-00 00:00:00"
"4854","Актив-Д",\N,"0000-00-00 00:00:00"
"4853","Антей-МЦ",\N,"0000-00-00 00:00:00"
"4852","Антей-Пена",\N,"0000-00-00 00:00:00"
"4851","Антей",\N,"0000-00-00 00:00:00"
"4850","Лайт-Люкс",\N,"0000-00-00 00:00:00"
"4849","Лайт",\N,"0000-00-00 00:00:00"
"4848","Спектр-Профи",\N,"0000-00-00 00:00:00"
"4847","Спектр",\N,"0000-00-00 00:00:00"
"4846","Учреждения здравоохранения",\N,"0000-00-00 00:00:00"
"4845","Триосепт-Аква",\N,"0000-00-00 00:00:00"
"4844","Салфетки Чистар",\N,"0000-00-00 00:00:00"
"4843","Контакт-Экспресс",\N,"0000-00-00 00:00:00"
"4842","Контакт",\N,"0000-00-00 00:00:00"
"4841","Тор",\N,"0000-00-00 00:00:00"
"4840","Сельское хозяйство",\N,"0000-00-00 00:00:00"
"4839","Триосепт-ИН",\N,"0000-00-00 00:00:00"
"4838","Тор-ХС",\N,"0000-00-00 00:00:00"
"4837","Тор-Локомотив",\N,"0000-00-00 00:00:00"
"4836","Рейс",\N,"0000-00-00 00:00:00"
"4835","Смарт-Супер",\N,"0000-00-00 00:00:00"
"4834","Оксайд",\N,"0000-00-00 00:00:00"
"4833","Спец-Оксайд УФС",\N,"0000-00-00 00:00:00"
"4832","Спец-Оксайд ПТО",\N,"0000-00-00 00:00:00"
"4831","Крем Ньюгард-Айс",\N,"0000-00-00 00:00:00"
"4830","Крем Ньюгард-Гидро",\N,"0000-00-00 00:00:00"
"4829","Крем Ньюгард",\N,"0000-00-00 00:00:00"
"4828","Шелк-бальзам",\N,"0000-00-00 00:00:00"
"4827","Шелк с антисептиком",\N,"0000-00-00 00:00:00"
"4826","Шелк",\N,"0000-00-00 00:00:00"
"4825","Спец-Актив",\N,"0000-00-00 00:00:00"
"4824","Лайм-Антиграфити",\N,"0000-00-00 00:00:00"
"4823","Шайн-Микс",\N,"0000-00-00 00:00:00"
"4822","Шайн",\N,"0000-00-00 00:00:00"
"4821","3D-Клин",\N,"0000-00-00 00:00:00"
"4820","Триосепт-Люкс","/image/catalog/news_1/assets/template/images/триосепт-люкс.png","0000-00-00 00:00:00"
"4819","Триосепт-Микс",\N,"0000-00-00 00:00:00"
"4818","Лайм-Аква",\N,"0000-00-00 00:00:00"
"4817","Лайм-Экстра",\N,"0000-00-00 00:00:00"
"4816","Лайм",\N,"0000-00-00 00:00:00"
"4815","Лайт-Люкс Д",\N,"0000-00-00 00:00:00"
"4814","HoReCa",\N,"0000-00-00 00:00:00"
"4813","Антей-Автомат",\N,"0000-00-00 00:00:00"
"4812","Антей-Пена Плюс",\N,"0000-00-00 00:00:00"
"4811","Антей-Пена Д",\N,"0000-00-00 00:00:00"
"4810","Скинлайф",\N,"0000-00-00 00:00:00"
"4809","СкинЛайф-Лакто",\N,"0000-00-00 00:00:00"
"4808","Триосепт-Вет",\N,"0000-00-00 00:00:00"
"4807","Спец-Делит Основной",\N,"0000-00-00 00:00:00"
"4806","Спец-Делит Основной",\N,"0000-00-00 00:00:00"
"4805","Спец-Делит",\N,"0000-00-00 00:00:00"
"4804","28-30 июня в Астане прошла Вторая международная выставка животноводства и птицеводства «AGRIANIMALS.KZ-2017».","/image/catalog/news_1/Снимок экрана 2017-07-06 в 8.36.48.png","0000-00-00 00:00:00"
"4803","Спец-Делит Профи",\N,"0000-00-00 00:00:00"
"4802","15-16 июня в Санкт-Петербурге прошла Выставка товаров и услуг для детей и родителей - Kids Expo.","/image/catalog/news_1/news/Снимок экрана 2017-07-06 в 8.19.15.png","0000-00-00 00:00:00"
"4801","Новые средства для очистки медицинских изделий",\N,"0000-00-00 00:00:00"
"4800","Новые средства для очистки медицинских изделий <br>серии Спец-Делит",\N,"0000-00-00 00:00:00"
"4798","Инновационное средство для обработки вымени может заменить хлоргексидин","/image/catalog/news_1/news/аграрные извести лого.jpg","0000-00-00 00:00:00"
"4797","Ларус-Универсал",\N,"0000-00-00 00:00:00"
"4796","Новинка! Профессиональная серия для стирки ЛАРУС","/image/catalog/news_1/images/ларусмини.jpg","0000-00-00 00:00:00"
"4795","Ларус-Окси",\N,"0000-00-00 00:00:00"
"4794","Ларус-Софт",\N,"0000-00-00 00:00:00"
"4793","15 июля состоялся наш традиционный праздник «День Химика».","/image/catalog/news_1/news/himwar.jpg","0000-00-00 00:00:00"
"4792","4-6 июня в агрогородке Щомыслица под Минском прошла Международная специализированная выставка «Белагро2017»","/image/catalog/news_1/БелАгро.png","0000-00-00 00:00:00"
"4791","Приглашаем на наш стенд на выставке «Золотая осень-2017»","/image/catalog/news_1/золотая осень 1.png","0000-00-00 00:00:00"
"4790","Межрегиональная специализированная выставка-форум  «АГРОФЕСТ-2017».","/image/catalog/news_1/news/агрофест.png","0000-00-00 00:00:00"
"4789","Cеминар для салонов красоты «Соблюдение эпидемиологических правил и  норм при оказании услуг в салоне красоты».","/image/catalog/news_1/image003.jpg","0000-00-00 00:00:00"
"4788","Септибокс",\N,"0000-00-00 00:00:00"
"4787","Выставка «Золотая осень-2017».","/image/catalog/news_1/золотая осень 1.png","0000-00-00 00:00:00"
"4786","Триосепт-Нук 15",\N,"0000-00-00 00:00:00"
"4785","Триосепт-НУК 15 (тех.)",\N,"0000-00-00 00:00:00"
"4784","Актив-Люкс Д",\N,"0000-00-00 00:00:00"
"4783","Международная специализированная выставка медицинского оборудования, инструментов и лекарственных препаратов MEDICA 2013","/image/catalog/news_1/medica-1790-1.gif","0000-00-00 00:00:00"
